id,"partid","size","time"
767,"p3pafq2rf5","20","22712"
768,"pif9spl72s","32","8017"
769,"pb887s29pk","43","9306"
770,"pb0pv404qg","31","18945"
771,"plesva8j5c","25","12401"
772,"p1na4en3fi","15","21889"
773,"p877umj5ld","18","14764"
774,"p34g2f5l4r","23","16504"
775,"pfomjc0tf3","25","7603"
776,"p3hg26dqea","47","17178"
777,"psjjjloeaa","17","10869"
778,"phrng5lt5g","19","5909"
779,"p2r0dg082m","21","12565"
780,"pmku1p15aj","17","11677"
781,"pulq6nga8r","33","14251"
782,"p63o0a4a79","36","9660"
783,"pqa9rahh5j","15","8389"
784,"plruoik069","34","19622"
785,"p8foj8j4t5","20","15812"
786,"p8o9bp9tsa","41","10470"
787,"p8ukfi8ilj","7","4359"
788,"pdj0bf7emh","30","10836"
789,"pu9r8qc1kc","20","7028"
790,"pv44cpe1h9","64","28252"
791,"p8ul2fmeei","21","5469"
792,"pdfs2s4tuv","24","8505"
793,"p8ik2tbej0","64","31263"
794,"paopfavdla","25","12732"
795,"pd6gps2etu","22","11365"
796,"pvfaua9ije","22","9197"
797,"p5316dtevn","32","14675"
798,"p2b32ppio1","25","7177"
799,"p39i5o1brj","43","22319"
800,"p3q3fkq30m","30","21309"
801,"pc9c1jidi2","64","82932"
802,"ptv5gvvnoa","18","13276"
803,"pntablbe56","13","18634"
804,"pqalrlsbvk","24","16220"
805,"p479en9id9","28","9180"
806,"p32avnb2n3","8","5652"
807,"pm8vvg30lu","28","5993"
808,"pgemliimpk","25","13998"
809,"pvndmdi8qp","22","12039"
810,"puptiaujkq","26","7535"
811,"p6v6cpf0an","26","8800"
812,"psqlvdg43l","25","9325"
813,"pt90gtgs54","33","7772"
814,"p523vq0ngr","34","45846"
815,"p7o6avebhl","15","6073"
816,"p2prkf50ev","21","24040"
817,"pjm4cvc9ti","23","10517"
818,"pk2igr4ecf","15","25647"
819,"pif2njotsb","27","12344"
820,"pjhj0668a3","40","9913"
